"Time","iowait","irq","nice","softirq","steal","system","user","Used","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","timeStamp","timeToFail"
"2023-04-02 11:40:40","0%","0%","0%","4.30%","6.40%","5.60%","12.4%","346 MiB","2.89 GB/s","0 kB/s","0 kB/s","2.05 GB/s","0 kB/s","2.90 GB/s","1680410440000","258352"
"2023-04-02 11:40:45","0%","0%","0%","2.00%","2.40%","2.20%","6.70%","346 MiB","2.08 GB/s","0 kB/s","11.6 kB/s","1.08 GB/s","0 kB/s","2.09 GB/s","1680410445000","253352"
"2023-04-02 11:40:50","0%","0%","0%","2.00%","2.40%","2.20%","6.70%","346 MiB","2.08 GB/s","0 kB/s","11.6 kB/s","1.08 GB/s","0 kB/s","2.09 GB/s","1680410450000","248352"
"2023-04-02 11:40:55","0%","0%","0%","2.60%","4.00%","3.40%","8.70%","354 MiB","2.18 GB/s","0 kB/s","0 kB/s","1.40 GB/s","0 kB/s","2.19 GB/s","1680410455000","243352"
"2023-04-02 11:41:00","0%","0%","0%","2.60%","4.00%","3.40%","8.70%","354 MiB","2.18 GB/s","0 kB/s","0 kB/s","1.40 GB/s","0 kB/s","2.19 GB/s","1680410460000","238352"
"2023-04-02 11:41:05","0%","0%","0%","3.10%","4.40%","4.00%","12.3%","354 MiB","2.97 GB/s","0 kB/s","13 kB/s","1.93 GB/s","0 kB/s","2.98 GB/s","1680410465000","233352"
"2023-04-02 11:41:10","0%","0%","0%","3.10%","4.40%","4.00%","12.3%","354 MiB","2.97 GB/s","0 kB/s","13 kB/s","1.93 GB/s","0 kB/s","2.98 GB/s","1680410470000","228352"
"2023-04-02 11:41:15","0%","0%","0%","3.90%","6.10%","3.80%","17.0%","349 MiB","4.43 GB/s","0 kB/s","6 kB/s","2.70 GB/s","0 kB/s","4.44 GB/s","1680410475000","223352"
"2023-04-02 11:41:20","0%","0%","0%","3.90%","6.10%","3.80%","17.0%","349 MiB","4.43 GB/s","0 kB/s","6 kB/s","2.70 GB/s","0 kB/s","4.44 GB/s","1680410480000","218352"
"2023-04-02 11:41:25","0%","0%","0%","5.50%","8.60%","5%","15.5%","349 MiB","3.80 GB/s","0 kB/s","0 kB/s","2.43 GB/s","0 kB/s","3.81 GB/s","1680410485000","213352"
"2023-04-02 11:41:30","0%","0%","0%","5.50%","8.60%","5%","15.5%","349 MiB","3.80 GB/s","0 kB/s","0 kB/s","2.43 GB/s","0 kB/s","3.81 GB/s","1680410490000","208352"
"2023-04-02 11:41:35","0%","0%","0%","5.40%","7.00%","5%","14.6%","349 MiB","3.62 GB/s","0 kB/s","23.4 kB/s","2.30 GB/s","0 kB/s","3.63 GB/s","1680410495000","203352"
"2023-04-02 11:41:40","0%","0%","0%","5.40%","7.00%","5%","14.6%","349 MiB","3.62 GB/s","0 kB/s","23.4 kB/s","2.30 GB/s","0 kB/s","3.63 GB/s","1680410500000","198352"
"2023-04-02 11:41:45","0%","0%","0%","5.10%","7.40%","3.50%","10.3%","349 MiB","2.27 GB/s","0 kB/s","7 kB/s","1.42 GB/s","0 kB/s","2.28 GB/s","1680410505000","193352"
"2023-04-02 11:41:50","0%","0%","0%","5.10%","7.40%","3.50%","10.3%","349 MiB","2.27 GB/s","0 kB/s","7 kB/s","1.42 GB/s","0 kB/s","2.28 GB/s","1680410510000","188352"
"2023-04-02 11:41:55","0%","0%","0%","6.00%","8.40%","5.70%","8.70%","349 MiB","845 MB/s","0 kB/s","11.2 kB/s","642 MB/s","0 kB/s","857 MB/s","1680410515000","183352"
"2023-04-02 11:42:00","0%","0%","0%","6.00%","8.40%","5.70%","8.70%","349 MiB","845 MB/s","0 kB/s","11.2 kB/s","642 MB/s","0 kB/s","857 MB/s","1680410520000","178352"
"2023-04-02 11:42:05","0%","0%","0%","3.90%","5.60%","3.50%","12.3%","349 MiB","3.12 GB/s","0 kB/s","11.6 kB/s","1.94 GB/s","0 kB/s","3.13 GB/s","1680410525000","173352"
"2023-04-02 11:42:10","0%","0%","0%","3.90%","5.60%","3.50%","12.3%","349 MiB","3.12 GB/s","0 kB/s","11.6 kB/s","1.94 GB/s","0 kB/s","3.13 GB/s","1680410530000","168352"
"2023-04-02 11:42:15","0%","0%","0%","5%","5.70%","4.80%","13.2%","349 MiB","2.53 GB/s","0 kB/s","56.5 kB/s","1.93 GB/s","0 kB/s","2.54 GB/s","1680410535000","163352"
"2023-04-02 11:42:20","0%","0%","0%","5%","5.70%","4.80%","13.2%","349 MiB","2.53 GB/s","0 kB/s","56.5 kB/s","1.93 GB/s","0 kB/s","2.54 GB/s","1680410540000","158352"
"2023-04-02 11:42:25","0%","0%","0%","5.50%","6.70%","6.00%","18.6%","347 MiB","5.45 GB/s","0 kB/s","0 kB/s","3.14 GB/s","0 kB/s","5.46 GB/s","1680410545000","153352"
"2023-04-02 11:42:30","0%","0%","0%","5.50%","6.70%","6.00%","18.6%","347 MiB","5.45 GB/s","0 kB/s","0 kB/s","3.14 GB/s","0 kB/s","5.46 GB/s","1680410550000","148352"
"2023-04-02 11:42:35","0%","0%","0%","7.60%","8.40%","6.80%","18.3%","353 MiB","4.10 GB/s","0 kB/s","6.60 kB/s","2.83 GB/s","0 kB/s","4.11 GB/s","1680410555000","143352"
"2023-04-02 11:42:40","0%","0%","0%","7.60%","8.40%","6.80%","18.3%","353 MiB","4.10 GB/s","0 kB/s","6.60 kB/s","2.83 GB/s","0 kB/s","4.11 GB/s","1680410560000","138352"
"2023-04-02 11:42:45","0%","0%","0%","3.90%","4.60%","4.60%","18.6%","346 MiB","5.66 GB/s","0 kB/s","5.60 kB/s","3.34 GB/s","0 kB/s","5.67 GB/s","1680410565000","133352"
"2023-04-02 11:42:50","0%","0%","0%","3.90%","4.60%","4.60%","18.6%","346 MiB","5.66 GB/s","0 kB/s","5.60 kB/s","3.34 GB/s","0 kB/s","5.67 GB/s","1680410570000","128352"
"2023-04-02 11:42:55","0%","0%","0%","8.10%","8.40%","8.30%","16.3%","354 MiB","3.31 GB/s","0 kB/s","0 kB/s","2.21 GB/s","0 kB/s","3.33 GB/s","1680410575000","123352"
"2023-04-02 11:43:00","0%","0%","0%","8.10%","8.40%","8.30%","16.3%","354 MiB","3.31 GB/s","0 kB/s","0 kB/s","2.21 GB/s","0 kB/s","3.33 GB/s","1680410580000","118352"
"2023-04-02 11:43:05","0%","0%","0%","10.3%","11.1%","8.00%","17.6%","354 MiB","2.65 GB/s","0 kB/s","0 kB/s","2.01 GB/s","0 kB/s","2.67 GB/s","1680410585000","113352"
"2023-04-02 11:43:10","0%","0%","0%","10.3%","11.1%","8.00%","17.6%","354 MiB","2.65 GB/s","0 kB/s","0 kB/s","2.01 GB/s","0 kB/s","2.67 GB/s","1680410590000","108352"
"2023-04-02 11:43:15","0%","0%","0%","6.50%","7.70%","5.90%","14.6%","352 MiB","3.32 GB/s","0 kB/s","47.6 kB/s","2.05 GB/s","0 kB/s","3.33 GB/s","1680410595000","103352"
"2023-04-02 11:43:20","0%","0%","0%","6.50%","7.70%","5.90%","14.6%","352 MiB","3.32 GB/s","0 kB/s","47.6 kB/s","2.05 GB/s","0 kB/s","3.33 GB/s","1680410600000","98352"
"2023-04-02 11:43:25","0%","0%","0%","2.50%","2.80%","2.40%","17.0%","351 MiB","5.34 GB/s","0 kB/s","16.8 kB/s","3.13 GB/s","0 kB/s","5.35 GB/s","1680410605000","93352"
"2023-04-02 11:43:30","0%","0%","0%","2.50%","2.80%","2.40%","17.0%","351 MiB","5.34 GB/s","0 kB/s","16.8 kB/s","3.13 GB/s","0 kB/s","5.35 GB/s","1680410610000","88352"
"2023-04-02 11:43:35","0%","0%","0%","3.90%","5%","4.00%","12.4%","349 MiB","3.13 GB/s","0 kB/s","0 kB/s","1.97 GB/s","0 kB/s","3.14 GB/s","1680410615000","83352"
"2023-04-02 11:43:40","0%","0%","0%","3.90%","5%","4.00%","12.4%","349 MiB","3.13 GB/s","0 kB/s","0 kB/s","1.97 GB/s","0 kB/s","3.14 GB/s","1680410620000","78352"
"2023-04-02 11:43:45","0%","0%","0%","6.50%","6.30%","4.90%","13.5%","344 MiB","2.76 GB/s","0 kB/s","11.2 kB/s","1.83 GB/s","0 kB/s","2.78 GB/s","1680410625000","73352"
"2023-04-02 11:43:50","0%","0%","0%","6.50%","6.30%","4.90%","13.5%","344 MiB","2.76 GB/s","0 kB/s","11.2 kB/s","1.83 GB/s","0 kB/s","2.78 GB/s","1680410630000","68352"
"2023-04-02 11:43:55","0%","0%","0%","5.50%","5.80%","5.90%","17.5%","344 MiB","3.99 GB/s","0 kB/s","0 kB/s","2.79 GB/s","0 kB/s","4.00 GB/s","1680410635000","63352"
"2023-04-02 11:44:00","0%","0%","0%","5.50%","5.80%","5.90%","17.5%","344 MiB","3.99 GB/s","0 kB/s","0 kB/s","2.79 GB/s","0 kB/s","4.00 GB/s","1680410640000","58352"
"2023-04-02 11:44:05","0%","0%","0%","6.30%","6.50%","6.00%","16.3%","355 MiB","4.15 GB/s","0 kB/s","0 kB/s","2.70 GB/s","0 kB/s","4.16 GB/s","1680410645000","53352"
"2023-04-02 11:44:10","0%","0%","0%","6.30%","6.50%","6.00%","16.3%","355 MiB","4.15 GB/s","0 kB/s","0 kB/s","2.70 GB/s","0 kB/s","4.16 GB/s","1680410650000","48352"
"2023-04-02 11:44:15","0%","0%","0%","5.50%","5.60%","5.50%","16.1%","353 MiB","4.28 GB/s","0 kB/s","62.1 kB/s","2.67 GB/s","0 kB/s","4.29 GB/s","1680410655000","43352"
"2023-04-02 11:44:20","0%","0%","0%","5.50%","5.60%","5.50%","16.1%","353 MiB","4.28 GB/s","0 kB/s","62.1 kB/s","2.67 GB/s","0 kB/s","4.29 GB/s","1680410660000","38352"
"2023-04-02 11:44:25","0%","0%","0%","3.60%","4.10%","2.80%","7.30%","353 MiB","2.08 GB/s","0 kB/s","5.60 kB/s","1.01 GB/s","0 kB/s","2.09 GB/s","1680410665000","33352"
"2023-04-02 11:44:30","0%","0%","0%","3.60%","4.10%","2.80%","7.30%","353 MiB","2.08 GB/s","0 kB/s","5.60 kB/s","1.01 GB/s","0 kB/s","2.09 GB/s","1680410670000","28352"
"2023-04-02 11:44:35","0%","0%","0%","3.20%","3.60%","3.40%","13.7%","353 MiB","3.89 GB/s","0 kB/s","5.80 kB/s","2.44 GB/s","0 kB/s","3.89 GB/s","1680410675000","23352"
"2023-04-02 11:44:40","0%","0%","0%","3.20%","3.60%","3.40%","13.7%","353 MiB","3.89 GB/s","0 kB/s","5.80 kB/s","2.44 GB/s","0 kB/s","3.89 GB/s","1680410680000","18352"
"2023-04-02 11:44:45","0%","0%","0%","6.50%","6.40%","4.90%","18.0%","352 MiB","4.32 GB/s","0 kB/s","11.2 kB/s","2.79 GB/s","0 kB/s","4.34 GB/s","1680410685000","13352"
"2023-04-02 11:44:50","0%","0%","0%","6.50%","6.40%","4.90%","18.0%","352 MiB","4.32 GB/s","0 kB/s","11.2 kB/s","2.79 GB/s","0 kB/s","4.34 GB/s","1680410690000","8352"
"2023-04-02 11:44:55","0%","0%","0%","6.10%","5.90%","4.70%","21.4%","354 MiB","5.40 GB/s","0 kB/s","5.60 kB/s","3.43 GB/s","0 kB/s","5.42 GB/s","1680410695000","3352"
"2023-04-02 11:45:00","0%","0%","0%","6.10%","5.90%","4.70%","21.4%","354 MiB","5.40 GB/s","0 kB/s","5.60 kB/s","3.43 GB/s","0 kB/s","5.42 GB/s","1680410700000","145"
"2023-04-02 11:45:05","0%","0%","0%","7.40%","8.10%","6.70%","26.6%","363 MiB","7.39 GB/s","0 kB/s","16.8 kB/s","4.92 GB/s","0 kB/s","7.41 GB/s","1680410705000","222"
"2023-04-02 11:45:10","0%","0%","0%","7.40%","8.10%","6.70%","26.6%","363 MiB","7.39 GB/s","0 kB/s","16.8 kB/s","4.92 GB/s","0 kB/s","7.41 GB/s","1680410710000","296"
"2023-04-02 11:45:15","0%","0%","0%","5.90%","7.50%","5.30%","15.9%","360 MiB","2.78 GB/s","0 kB/s","6 kB/s","2.91 GB/s","0 kB/s","2.80 GB/s","1680410715000","694"
"2023-04-02 11:45:20","0%","0%","0%","5.90%","7.50%","5.30%","15.9%","360 MiB","2.78 GB/s","0 kB/s","6 kB/s","2.91 GB/s","0 kB/s","2.80 GB/s","1680410720000","766"
"2023-04-02 11:45:25","0%","0%","0%","6.60%","5.60%","4.60%","12.3%","358 MiB","1.85 GB/s","0 kB/s","0 kB/s","2.34 GB/s","0 kB/s","1.87 GB/s","1680410725000","2038"
"2023-04-02 11:45:30","0%","0%","0%","6.60%","5.60%","4.60%","12.3%","358 MiB","1.85 GB/s","0 kB/s","0 kB/s","2.34 GB/s","0 kB/s","1.87 GB/s","1680410730000","19"
"2023-04-02 11:45:35","0%","0%","0%","8.10%","4.90%","5.20%","9.00%","358 MiB","994 MB/s","0 kB/s","11.2 kB/s","1.24 GB/s","0 kB/s","1.01 GB/s","1680410735000","4557"
"2023-04-02 11:45:40","0%","0%","0%","8.10%","4.90%","5.20%","9.00%","358 MiB","994 MB/s","0 kB/s","11.2 kB/s","1.24 GB/s","0 kB/s","1.01 GB/s","1680410740000","457"
"2023-04-02 11:45:45","0%","0%","0%","8.20%","7.20%","7.00%","16.7%","349 MiB","2.26 GB/s","0 kB/s","0 kB/s","2.92 GB/s","0 kB/s","2.27 GB/s","1680410745000","219"
"2023-04-02 11:45:50","0%","0%","0%","8.20%","7.20%","7.00%","16.7%","349 MiB","2.26 GB/s","0 kB/s","0 kB/s","2.92 GB/s","0 kB/s","2.27 GB/s","1680410750000","276"
"2023-04-02 11:45:55","0%","0%","0%","9.40%","9.00%","10.1%","12.6%","342 MiB","475 MB/s","0 kB/s","0 kB/s","767 MB/s","0 kB/s","491 MB/s","1680410755000","36"
"2023-04-02 11:46:00","0%","0%","0%","9.40%","9.00%","10.1%","12.6%","342 MiB","475 MB/s","0 kB/s","0 kB/s","767 MB/s","0 kB/s","491 MB/s","1680410760000","690"
"2023-04-02 11:46:05","0%","0%","0%","11.2%","9.70%","8.10%","22.0%","360 MiB","1.97 GB/s","0 kB/s","0 kB/s","2.60 GB/s","0 kB/s","1.99 GB/s","1680410765000","1342"
"2023-04-02 11:46:10","0%","0%","0%","11.2%","9.70%","8.10%","22.0%","360 MiB","1.97 GB/s","0 kB/s","0 kB/s","2.60 GB/s","0 kB/s","1.99 GB/s","1680410770000","2589"
"2023-04-02 11:46:15","0%","0%","0%","10.2%","6.90%","9.40%","21.7%","360 MiB","4.71 GB/s","0 kB/s","62.3 kB/s","2.96 GB/s","0 kB/s","4.74 GB/s","1680410775000","257"
"2023-04-02 11:46:20","0%","0%","0%","10.2%","6.90%","9.40%","21.7%","360 MiB","4.71 GB/s","0 kB/s","62.3 kB/s","2.96 GB/s","0 kB/s","4.74 GB/s","1680410780000","224369"
"2023-04-02 11:46:25","0%","0%","0%","9.90%","4.80%","7.00%","17.0%","360 MiB","2.95 GB/s","0 kB/s","5.60 kB/s","1.89 GB/s","0 kB/s","2.97 GB/s","1680410785000","219369"
"2023-04-02 11:46:30","0%","0%","0%","9.90%","4.80%","7.00%","17.0%","360 MiB","2.95 GB/s","0 kB/s","5.60 kB/s","1.89 GB/s","0 kB/s","2.97 GB/s","1680410790000","214369"
"2023-04-02 11:46:35","0%","0%","0%","1.80%","2.80%","2.50%","4.70%","360 MiB","594 MB/s","0 kB/s","5.80 kB/s","397 MB/s","0 kB/s","599 MB/s","1680410795000","209369"
"2023-04-02 11:46:40","0%","0%","0%","1.80%","2.80%","2.50%","4.70%","360 MiB","594 MB/s","0 kB/s","5.80 kB/s","397 MB/s","0 kB/s","599 MB/s","1680410800000","204369"
"2023-04-02 11:46:45","0%","0%","0%","0.900%","1.00%","1.00%","5.10%","360 MiB","1.50 GB/s","0 kB/s","0 kB/s","937 MB/s","0 kB/s","1.51 GB/s","1680410805000","199369"
"2023-04-02 11:46:50","0%","0%","0%","0.900%","1.00%","1.00%","5.10%","360 MiB","1.50 GB/s","0 kB/s","0 kB/s","937 MB/s","0 kB/s","1.51 GB/s","1680410810000","194369"
"2023-04-02 11:46:55","0%","0%","0%","0.600%","0.600%","0.700%","0.700%","360 MiB","42.8 MB/s","0 kB/s","0 kB/s","37.8 MB/s","0 kB/s","44.1 MB/s","1680410815000","189369"
"2023-04-02 11:47:00","0%","0%","0%","0.600%","0.600%","0.700%","0.700%","360 MiB","42.8 MB/s","0 kB/s","0 kB/s","37.8 MB/s","0 kB/s","44.1 MB/s","1680410820000","184369"
"2023-04-02 11:47:05","0%","0%","0%","0.900%","1.50%","0.900%","3.70%","360 MiB","974 MB/s","0 kB/s","5.80 kB/s","603 MB/s","0 kB/s","976 MB/s","1680410825000","179369"
"2023-04-02 11:47:10","0%","0%","0%","0.900%","1.50%","0.900%","3.70%","360 MiB","974 MB/s","0 kB/s","5.80 kB/s","603 MB/s","0 kB/s","976 MB/s","1680410830000","174369"
"2023-04-02 11:47:15","0%","0%","0%","1.20%","1.80%","1.000%","3.10%","356 MiB","621 MB/s","0 kB/s","11.6 kB/s","472 MB/s","0 kB/s","624 MB/s","1680410835000","169369"
"2023-04-02 11:47:20","0%","0%","0%","1.20%","1.80%","1.000%","3.10%","356 MiB","621 MB/s","0 kB/s","11.6 kB/s","472 MB/s","0 kB/s","624 MB/s","1680410840000","164369"
"2023-04-02 11:47:25","0%","0%","0%","1.90%","3.20%","1.60%","4.50%","353 MiB","1.06 GB/s","0 kB/s","5.80 kB/s","602 MB/s","0 kB/s","1.06 GB/s","1680410845000","159369"
"2023-04-02 11:47:30","0%","0%","0%","1.90%","3.20%","1.60%","4.50%","353 MiB","1.06 GB/s","0 kB/s","5.80 kB/s","602 MB/s","0 kB/s","1.06 GB/s","1680410850000","154369"
"2023-04-02 11:47:35","0%","0%","0%","3.10%","3.90%","2.90%","3.30%","353 MiB","153 MB/s","0 kB/s","0 kB/s","159 MB/s","0 kB/s","159 MB/s","1680410855000","149369"
"2023-04-02 11:47:40","0%","0%","0%","3.10%","3.90%","2.90%","3.30%","353 MiB","153 MB/s","0 kB/s","0 kB/s","159 MB/s","0 kB/s","159 MB/s","1680410860000","144369"
"2023-04-02 11:47:45","0%","0%","0%","2.10%","2.80%","2.50%","4.30%","353 MiB","668 MB/s","0 kB/s","11.2 kB/s","445 MB/s","0 kB/s","673 MB/s","1680410865000","139369"
"2023-04-02 11:47:50","0%","0%","0%","2.10%","2.80%","2.50%","4.30%","353 MiB","668 MB/s","0 kB/s","11.2 kB/s","445 MB/s","0 kB/s","673 MB/s","1680410870000","134369"
"2023-04-02 11:47:55","0%","0%","0%","0.400%","0.400%","0%","1.70%","353 MiB","480 MB/s","0 kB/s","17 kB/s","287 MB/s","0 kB/s","481 MB/s","1680410875000","129369"
"2023-04-02 11:48:00","0%","0%","0%","0.400%","0.400%","0%","1.70%","353 MiB","480 MB/s","0 kB/s","17 kB/s","287 MB/s","0 kB/s","481 MB/s","1680410880000","124369"
"2023-04-02 11:48:05","0%","0%","0%","1.30%","2.30%","1.40%","1.90%","353 MiB","80.6 MB/s","0 kB/s","23 kB/s","72.6 MB/s","0 kB/s","83.2 MB/s","1680410885000","119369"
"2023-04-02 11:48:10","0%","0%","0%","1.30%","2.30%","1.40%","1.90%","353 MiB","80.6 MB/s","0 kB/s","23 kB/s","72.6 MB/s","0 kB/s","83.2 MB/s","1680410890000","114369"
"2023-04-02 11:48:15","0%","0%","0%","0.800%","0.800%","1.20%","1.10%","353 MiB","35.3 MB/s","0 kB/s","56.5 kB/s","31.9 MB/s","0 kB/s","36.5 MB/s","1680410895000","109369"
"2023-04-02 11:48:20","0%","0%","0%","0.800%","0.800%","1.20%","1.10%","353 MiB","35.3 MB/s","0 kB/s","56.5 kB/s","31.9 MB/s","0 kB/s","36.5 MB/s","1680410900000","104369"
"2023-04-02 11:48:25","0%","0%","0%","0.200%","0.200%","0.200%","1.60%","353 MiB","477 MB/s","0 kB/s","5.80 kB/s","302 MB/s","0 kB/s","478 MB/s","1680410905000","99369"
"2023-04-02 11:48:30","0%","0%","0%","0.200%","0.200%","0.200%","1.60%","353 MiB","477 MB/s","0 kB/s","5.80 kB/s","302 MB/s","0 kB/s","478 MB/s","1680410910000","94369"
"2023-04-02 11:48:35","0%","0%","0%","0.600%","0.900%","0.700%","2.40%","353 MiB","540 MB/s","0 kB/s","17 kB/s","336 MB/s","0 kB/s","542 MB/s","1680410915000","89369"
"2023-04-02 11:48:40","0%","0%","0%","0.600%","0.900%","0.700%","2.40%","353 MiB","540 MB/s","0 kB/s","17 kB/s","336 MB/s","0 kB/s","542 MB/s","1680410920000","84369"
"2023-04-02 11:48:45","0%","0%","0%","0.900%","1.10%","1.10%","3.00%","353 MiB","496 MB/s","0 kB/s","11.8 kB/s","319 MB/s","0 kB/s","498 MB/s","1680410925000","79369"
"2023-04-02 11:48:50","0%","0%","0%","0.900%","1.10%","1.10%","3.00%","353 MiB","496 MB/s","0 kB/s","11.8 kB/s","319 MB/s","0 kB/s","498 MB/s","1680410930000","74369"
"2023-04-02 11:48:55","0%","0%","0%","2.10%","3.20%","1.60%","3.20%","353 MiB","583 MB/s","0 kB/s","0 kB/s","378 MB/s","0 kB/s","585 MB/s","1680410935000","69369"
"2023-04-02 11:49:00","0%","0%","0%","2.10%","3.20%","1.60%","3.20%","353 MiB","583 MB/s","0 kB/s","0 kB/s","378 MB/s","0 kB/s","585 MB/s","1680410940000","64369"
"2023-04-02 11:49:05","0%","0%","0%","2.70%","4.30%","3.10%","3.40%","353 MiB","149 MB/s","0 kB/s","12.1 kB/s","135 MB/s","0 kB/s","154 MB/s","1680410945000","59369"
"2023-04-02 11:49:10","0%","0%","0%","2.70%","4.30%","3.10%","3.40%","353 MiB","149 MB/s","0 kB/s","12.1 kB/s","135 MB/s","0 kB/s","154 MB/s","1680410950000","54369"
"2023-04-02 11:49:15","0%","0%","0%","0.500%","0.500%","0.300%","4.90%","353 MiB","1.55 GB/s","0 kB/s","5.80 kB/s","948 MB/s","0 kB/s","1.55 GB/s","1680410955000","49369"
"2023-04-02 11:49:20","0%","0%","0%","0.500%","0.500%","0.300%","4.90%","353 MiB","1.55 GB/s","0 kB/s","5.80 kB/s","948 MB/s","0 kB/s","1.55 GB/s","1680410960000","44369"
"2023-04-02 11:49:25","0%","0%","0%","2.00%","2.80%","1.90%","3.50%","353 MiB","588 MB/s","0 kB/s","23 kB/s","409 MB/s","0 kB/s","593 MB/s","1680410965000","39369"
"2023-04-02 11:49:30","0%","0%","0%","2.00%","2.80%","1.90%","3.50%","353 MiB","588 MB/s","0 kB/s","23 kB/s","409 MB/s","0 kB/s","593 MB/s","1680410970000","34369"
"2023-04-02 11:49:35","0%","0%","0%","3.60%","4.50%","3.90%","4.00%","353 MiB","165 MB/s","0 kB/s","0 kB/s","421 MB/s","0 kB/s","170 MB/s","1680410975000","29369"
"2023-04-02 11:49:40","0%","0%","0%","3.60%","4.50%","3.90%","4.00%","353 MiB","165 MB/s","0 kB/s","0 kB/s","421 MB/s","0 kB/s","170 MB/s","1680410980000","24369"
"2023-04-02 11:49:45","0%","0%","0%","1.50%","2.40%","1.90%","2.90%","353 MiB","565 MB/s","0 kB/s","22.4 kB/s","92.0 MB/s","0 kB/s","568 MB/s","1680410985000","19369"
"2023-04-02 11:49:50","0%","0%","0%","1.50%","2.40%","1.90%","2.90%","353 MiB","565 MB/s","0 kB/s","22.4 kB/s","92.0 MB/s","0 kB/s","568 MB/s","1680410990000","14369"
"2023-04-02 11:49:55","0%","0%","0%","2.20%","2.60%","1.70%","5.50%","346 MiB","1.53 GB/s","0 kB/s","17.2 kB/s","967 MB/s","0 kB/s","1.53 GB/s","1680410995000","9369"
"2023-04-02 11:50:00","0%","0%","0%","2.20%","2.60%","1.70%","5.50%","346 MiB","1.53 GB/s","0 kB/s","17.2 kB/s","967 MB/s","0 kB/s","1.53 GB/s","1680411000000","4369"
"2023-04-02 11:50:05","0%","0%","0%","6.40%","10%","4.10%","5.90%","346 MiB","200 MB/s","0 kB/s","17 kB/s","464 MB/s","0 kB/s","208 MB/s","1680411005000","195"
"2023-04-02 11:50:10","0%","0%","0%","6.40%","10%","4.10%","5.90%","346 MiB","200 MB/s","0 kB/s","17 kB/s","464 MB/s","0 kB/s","208 MB/s","1680411010000","8143"
"2023-04-02 11:50:15","0%","0%","0%","6.50%","10%","5.70%","18.8%","376 MiB","3.25 GB/s","0 kB/s","73.3 kB/s","3.32 GB/s","0 kB/s","3.27 GB/s","1680411015000","3143"
"2023-04-02 11:50:20","0%","0%","0%","6.50%","10%","5.70%","18.8%","376 MiB","3.25 GB/s","0 kB/s","73.3 kB/s","3.32 GB/s","0 kB/s","3.27 GB/s","1680411020000","5855"
"2023-04-02 11:50:25","0%","0%","0%","10%","11.9%","6.30%","25.6%","368 MiB","6.44 GB/s","0 kB/s","11.4 kB/s","4.91 GB/s","0 kB/s","6.46 GB/s","1680411025000","855"
"2023-04-02 11:50:30","0%","0%","0%","10%","11.9%","6.30%","25.6%","368 MiB","6.44 GB/s","0 kB/s","11.4 kB/s","4.91 GB/s","0 kB/s","6.46 GB/s","1680411030000","262"
"2023-04-02 11:50:35","0%","0%","0%","7.30%","7.30%","6.40%","17.4%","358 MiB","3.99 GB/s","0 kB/s","11.2 kB/s","2.70 GB/s","0 kB/s","4.01 GB/s","1680411035000","221"
"2023-04-02 11:50:40","0%","0%","0%","7.30%","7.30%","6.40%","17.4%","358 MiB","3.99 GB/s","0 kB/s","11.2 kB/s","2.70 GB/s","0 kB/s","4.01 GB/s","1680411040000","6206"
"2023-04-02 11:50:45","0%","0%","0%","6.10%","10.2%","3.50%","11.3%","360 MiB","1.83 GB/s","0 kB/s","17.2 kB/s","2.07 GB/s","0 kB/s","1.84 GB/s","1680411045000","1206"
"2023-04-02 11:50:50","0%","0%","0%","6.10%","10.2%","3.50%","11.3%","360 MiB","1.83 GB/s","0 kB/s","17.2 kB/s","2.07 GB/s","0 kB/s","1.84 GB/s","1680411050000","73"
"2023-04-02 11:50:55","0%","0%","0%","8.00%","8.90%","5.70%","19.8%","346 MiB","4.37 GB/s","0 kB/s","5.60 kB/s","3.56 GB/s","0 kB/s","4.39 GB/s","1680411055000","1942"
"2023-04-02 11:51:00","0%","0%","0%","8.00%","8.90%","5.70%","19.8%","346 MiB","4.37 GB/s","0 kB/s","5.60 kB/s","3.56 GB/s","0 kB/s","4.39 GB/s","1680411060000","235"
"2023-04-02 11:51:05","0%","0%","0%","6.80%","10.7%","5.80%","11.5%","348 MiB","1.84 GB/s","0 kB/s","0 kB/s","1.36 GB/s","0 kB/s","1.86 GB/s","1680411065000","178"
"2023-04-02 11:51:10","0%","0%","0%","6.80%","10.7%","5.80%","11.5%","348 MiB","1.84 GB/s","0 kB/s","0 kB/s","1.36 GB/s","0 kB/s","1.86 GB/s","1680411070000","4793"
"2023-04-02 11:51:15","0%","0%","0%","7.20%","5.80%","4.90%","15.6%","356 MiB","3.43 GB/s","0 kB/s","23 kB/s","2.86 GB/s","0 kB/s","3.45 GB/s","1680411075000","894"
"2023-04-02 11:51:20","0%","0%","0%","7.20%","5.80%","4.90%","15.6%","356 MiB","3.43 GB/s","0 kB/s","23 kB/s","2.86 GB/s","0 kB/s","3.45 GB/s","1680411080000","286"
"2023-04-02 11:51:25","0%","0%","0%","8.40%","5.80%","5.30%","8.30%","356 MiB","1.02 GB/s","0 kB/s","0 kB/s","804 MB/s","0 kB/s","1.03 GB/s","1680411085000","503"
"2023-04-02 11:51:30","0%","0%","0%","8.40%","5.80%","5.30%","8.30%","356 MiB","1.02 GB/s","0 kB/s","0 kB/s","804 MB/s","0 kB/s","1.03 GB/s","1680411090000","170"
